Correctness Score,Concept Coverage,Reasoning Score,Missing Concepts,Engagement Score,Confidence Score,Hesitation Score,Eye Contact Score,Difficulty,Correct Streak,Wrong Streak,Policy
87,84,84,1,0.794,0.77,0.212,0.722,Medium,2,0,Ask Application Question
80,73,83,2,0.778,0.698,0.326,0.759,Medium,0,1,Ask Follow-up Question
35,46,35,4,0.383,0.327,0.708,0.457,Medium,1,0,Reduce Difficulty
31,39,33,6,0.277,0.325,0.759,0.349,Hard,0,4,Reduce Difficulty
94,90,93,1,0.9,0.87,0.13,0.887,Hard,0,0,Switch Topic
76,72,82,1,0.647,0.675,0.348,0.706,Medium,1,0,Ask Follow-up Question
59,64,57,4,0.565,0.479,0.519,0.612,Easy,0,1,Maintain Difficulty
24,35,24,6,0.197,0.165,0.869,0.292,Medium,0,2,Reduce Difficulty
76,70,84,2,0.682,0.625,0.326,0.622,Easy,0,0,Ask Follow-up Question
93,88,92,1,0.885,0.847,0.157,0.865,Hard,0,0,Switch Topic
41,57,47,5,0.392,0.345,0.619,0.55,Hard,0,2,Maintain Difficulty
91,88,87,1,0.877,0.891,0.123,0.814,Medium,2,0,Ask Application Question
86,81,84,0,0.81,0.69,0.298,0.73,Medium,2,0,Ask Application Question
94,89,92,1,0.894,0.841,0.138,0.857,Easy,0,0,Increase Difficulty
21,27,46,5,0.163,0.202,0.627,0.245,Medium,3,0,Maintain Difficulty
58,53,64,5,0.506,0.455,0.56,0.523,Easy,1,0,Probe Missing Concept
36,41,43,5,0.365,0.387,0.592,0.372,Hard,1,0,Reduce Difficulty
97,96,93,0,0.919,0.916,0.072,0.96,Easy,0,0,Increase Difficulty
96,94,95,0,0.933,0.952,0.068,0.933,Hard,0,0,Switch Topic
94,91,94,0,0.909,0.888,0.108,0.88,Hard,0,0,Switch Topic
55,66,74,2,0.488,0.59,0.364,0.62,Easy,0,2,Maintain Difficulty
83,83,82,1,0.723,0.668,0.236,0.699,Medium,0,1,Ask Application Question
49,46,33,5,0.533,0.482,0.772,0.427,Hard,0,4,Reduce Difficulty
84,77,88,1,0.85,0.85,0.174,0.793,Medium,1,0,Ask Follow-up Question
94,94,94,1,0.917,0.883,0.065,0.917,Hard,0,0,Switch Topic
96,94,95,0,0.947,0.923,0.075,0.938,Hard,0,0,Switch Topic
49,55,64,3,0.437,0.481,0.455,0.508,Easy,0,1,Maintain Difficulty
33,34,32,4,0.361,0.237,0.76,0.285,Hard,1,0,Reduce Difficulty
39,42,40,4,0.421,0.369,0.646,0.401,Medium,1,0,Reduce Difficulty
88,87,89,0,0.87,0.795,0.128,0.875,Medium,1,0,Ask Application Question
55,48,63,3,0.479,0.502,0.475,0.439,Medium,0,2,Maintain Difficulty
84,79,88,1,0.854,0.85,0.152,0.866,Medium,1,0,Ask Follow-up Question
97,94,93,0,0.9,0.914,0.1,0.93,Easy,0,0,Increase Difficulty
98,93,94,0,0.931,0.93,0.109,0.915,Easy,0,0,Increase Difficulty
87,85,86,1,0.792,0.803,0.186,0.78,Medium,2,0,Ask Application Question
98,92,94,0,0.946,0.922,0.119,0.916,Easy,0,0,Increase Difficulty
83,79,82,1,0.708,0.627,0.352,0.676,Medium,1,0,Ask Application Question
83,83,84,2,0.691,0.729,0.254,0.729,Medium,0,1,Ask Application Question
100,96,95,0,0.97,0.96,0.071,0.97,Easy,0,0,Increase Difficulty
85,85,85,1,0.734,0.752,0.191,0.761,Medium,1,0,Ask Application Question
39,43,40,6,0.387,0.425,0.656,0.396,Hard,0,3,Reduce Difficulty
93,89,89,1,0.856,0.789,0.168,0.87,Easy,0,0,Increase Difficulty
93,89,90,1,0.848,0.824,0.159,0.863,Easy,0,0,Increase Difficulty
83,70,80,4,0.773,0.754,0.374,0.698,Easy,2,0,Probe Missing Concept
36,35,38,5,0.361,0.343,0.677,0.29,Medium,1,0,Reduce Difficulty
84,85,87,0,0.757,0.722,0.176,0.818,Medium,0,1,Ask Application Question
30,46,64,3,0.236,0.386,0.452,0.432,Hard,1,0,Maintain Difficulty
93,88,90,0,1.0,0.879,0.118,0.909,Medium,0,1,Ask Application Question
95,92,96,0,0.925,0.904,0.065,0.87,Easy,0,0,Increase Difficulty
72,76,74,4,0.673,0.642,0.285,0.638,Easy,0,1,Probe Missing Concept
64,49,59,4,0.594,0.425,0.602,0.473,Easy,1,0,Probe Missing Concept
83,77,82,2,0.693,0.637,0.4,0.689,Medium,2,0,Ask Application Question
97,93,94,0,0.936,0.894,0.093,0.908,Easy,0,0,Increase Difficulty
89,87,87,0,0.875,0.821,0.154,0.809,Medium,0,0,Ask Application Question
94,92,94,1,0.901,0.863,0.084,0.864,Easy,0,0,Increase Difficulty
40,39,34,4,0.437,0.342,0.737,0.347,Hard,0,4,Reduce Difficulty
70,68,76,3,0.5,0.466,0.505,0.629,Medium,0,0,Ask Follow-up Question
96,92,93,1,0.93,0.878,0.108,0.901,Easy,0,0,Increase Difficulty
73,69,81,2,0.566,0.609,0.394,0.613,Easy,0,0,Ask Follow-up Question
72,69,80,2,0.548,0.614,0.414,0.604,Easy,0,1,Ask Follow-up Question
97,93,94,1,0.958,0.879,0.081,0.93,Easy,0,0,Increase Difficulty
83,83,83,1,0.73,0.666,0.23,0.725,Medium,1,0,Ask Application Question
83,71,77,3,0.793,0.674,0.33,0.667,Medium,0,1,Maintain Difficulty
66,66,74,6,0.557,0.638,0.405,0.631,Easy,1,0,Probe Missing Concept
45,32,36,5,0.497,0.372,0.707,0.237,Hard,0,3,Reduce Difficulty
43,34,37,5,0.469,0.366,0.696,0.269,Hard,0,4,Reduce Difficulty
82,82,84,2,0.676,0.678,0.261,0.737,Medium,1,0,Ask Application Question
84,84,81,3,0.679,0.741,0.243,0.643,Medium,2,0,Ask Application Question
40,42,31,5,0.42,0.378,0.785,0.388,Hard,0,4,Reduce Difficulty
36,36,31,6,0.358,0.33,0.784,0.295,Hard,0,3,Reduce Difficulty
84,82,82,2,0.718,0.703,0.274,0.674,Medium,0,1,Ask Application Question
65,65,75,5,0.591,0.57,0.409,0.665,Easy,1,0,Probe Missing Concept
72,65,69,4,0.669,0.601,0.414,0.574,Easy,1,0,Probe Missing Concept
83,81,89,0,0.825,0.883,0.12,0.892,Easy,1,0,Ask Follow-up Question
87,85,87,1,0.816,0.78,0.179,0.818,Medium,2,0,Ask Application Question
84,80,79,2,0.717,0.673,0.336,0.598,Medium,3,0,Ask Application Question
96,94,94,1,0.936,0.884,0.073,0.927,Easy,0,0,Increase Difficulty
80,77,86,2,0.781,0.741,0.217,0.799,Easy,0,1,Ask Follow-up Question
81,66,81,4,0.766,0.693,0.413,0.716,Medium,0,1,Probe Missing Concept
78,73,84,1,0.697,0.715,0.283,0.712,Easy,2,0,Ask Follow-up Question
26,34,24,5,0.25,0.144,0.863,0.285,Medium,0,2,Reduce Difficulty
95,93,93,0,0.913,0.907,0.106,0.933,Hard,0,0,Switch Topic
71,72,81,2,0.534,0.566,0.342,0.671,Medium,1,0,Ask Follow-up Question
84,87,86,1,0.732,0.765,0.146,0.8,Medium,0,1,Ask Application Question
30,32,28,5,0.3,0.192,0.808,0.247,Medium,0,3,Reduce Difficulty
75,62,78,5,0.678,0.679,0.467,0.675,Medium,3,0,Probe Missing Concept
88,86,84,0,0.845,0.766,0.163,0.742,Medium,1,0,Ask Application Question
93,95,92,1,0.88,0.844,0.052,0.912,Easy,0,0,Increase Difficulty
23,25,26,6,0.212,0.1,0.836,0.15,Hard,0,3,Reduce Difficulty
92,87,89,1,0.828,0.823,0.182,0.826,Easy,0,0,Increase Difficulty
50,46,60,2,0.413,0.502,0.508,0.412,Medium,1,0,Maintain Difficulty
91,92,92,1,0.85,0.859,0.09,0.886,Hard,0,0,Switch Topic
93,90,91,0,0.859,0.882,0.143,0.878,Hard,0,0,Switch Topic
93,89,92,1,0.885,0.839,0.133,0.84,Easy,0,0,Increase Difficulty
94,94,95,0,0.932,0.913,0.062,0.909,Hard,0,0,Switch Topic
35,32,32,5,0.383,0.253,0.758,0.255,Hard,0,4,Reduce Difficulty
93,88,90,1,0.858,0.8,0.167,0.841,Easy,0,0,Increase Difficulty
61,66,47,4,0.574,0.481,0.623,0.624,Hard,0,1,Maintain Difficulty
76,70,86,1,0.672,0.694,0.265,0.586,Easy,4,0,Ask Follow-up Question
35,42,35,6,0.32,0.388,0.724,0.389,Medium,0,3,Reduce Difficulty
57,46,58,6,0.49,0.403,0.646,0.449,Easy,0,2,Probe Missing Concept
83,84,82,1,0.712,0.662,0.207,0.703,Medium,2,0,Ask Application Question
98,97,97,0,0.973,0.971,0.035,0.973,Hard,0,0,Switch Topic
70,70,81,3,0.544,0.525,0.368,0.615,Easy,0,0,Ask Follow-up Question
46,44,32,3,0.55,0.352,0.752,0.433,Medium,1,0,Reduce Difficulty
73,76,83,2,0.594,0.606,0.271,0.759,Medium,1,0,Ask Follow-up Question
94,92,93,0,0.877,0.875,0.093,0.871,Easy,0,0,Increase Difficulty
95,97,96,0,0.948,0.932,0.011,0.947,Hard,0,0,Switch Topic
95,89,92,0,0.878,0.875,0.156,0.861,Easy,0,0,Increase Difficulty
64,71,83,5,0.574,0.628,0.341,0.76,Medium,1,0,Probe Missing Concept
98,94,95,0,0.939,0.944,0.083,0.93,Easy,0,0,Increase Difficulty
79,70,88,2,0.82,0.664,0.222,0.595,Medium,3,0,Ask Follow-up Question
57,52,45,4,0.521,0.439,0.649,0.479,Hard,0,1,Maintain Difficulty
55,59,59,5,0.483,0.413,0.473,0.479,Easy,0,2,Probe Missing Concept
94,90,92,0,0.879,0.866,0.126,0.865,Easy,0,0,Increase Difficulty
96,94,93,0,0.915,0.917,0.093,0.944,Hard,0,0,Switch Topic
66,80,83,4,0.607,0.653,0.223,0.755,Medium,2,0,Probe Missing Concept
22,29,25,7,0.158,0.147,0.86,0.202,Medium,0,4,Reduce Difficulty
74,71,79,2,0.613,0.587,0.423,0.689,Medium,1,0,Ask Follow-up Question
40,48,45,6,0.385,0.509,0.578,0.473,Hard,0,3,Reduce Difficulty
79,78,77,3,0.571,0.573,0.372,0.557,Medium,2,0,Ask Application Question
93,91,94,1,0.915,0.876,0.093,0.874,Hard,0,0,Switch Topic
84,74,86,0,0.828,0.857,0.282,0.753,Medium,3,0,Ask Follow-up Question
84,83,85,1,0.761,0.688,0.249,0.763,Medium,1,0,Ask Application Question
90,86,88,0,0.879,0.839,0.166,0.826,Medium,0,1,Ask Application Question
49,52,45,4,0.556,0.54,0.569,0.535,Medium,0,4,Reduce Difficulty
57,72,55,1,0.463,0.617,0.566,0.667,Hard,0,2,Maintain Difficulty
72,75,72,6,0.623,0.704,0.303,0.605,Easy,0,1,Probe Missing Concept
59,53,57,2,0.487,0.567,0.545,0.476,Hard,0,2,Maintain Difficulty
77,69,59,0,0.635,0.748,0.547,0.62,Medium,0,1,Maintain Difficulty
93,91,92,0,0.859,0.883,0.104,0.858,Easy,0,0,Increase Difficulty
96,93,96,0,0.961,0.919,0.067,0.907,Hard,0,0,Switch Topic
83,83,84,1,0.702,0.683,0.251,0.73,Medium,0,1,Ask Application Question
78,65,75,5,0.704,0.701,0.426,0.633,Easy,1,0,Probe Missing Concept
68,56,71,4,0.624,0.528,0.521,0.603,Medium,0,0,Probe Missing Concept
97,94,95,0,0.964,0.918,0.08,0.941,Hard,0,0,Switch Topic
93,90,92,0,0.87,0.85,0.124,0.845,Easy,0,0,Increase Difficulty
98,92,95,0,0.948,0.919,0.104,0.903,Easy,0,0,Increase Difficulty
27,26,31,6,0.254,0.18,0.767,0.166,Medium,1,0,Reduce Difficulty
94,93,94,0,0.905,0.904,0.082,0.908,Hard,0,0,Switch Topic
95,92,94,0,0.899,0.89,0.092,0.881,Easy,0,0,Increase Difficulty
82,79,78,2,0.66,0.612,0.366,0.572,Medium,0,2,Ask Application Question
77,71,84,2,0.698,0.668,0.329,0.65,Easy,0,1,Ask Follow-up Question
94,92,92,0,0.894,0.881,0.111,0.915,Hard,0,0,Switch Topic
52,51,56,6,0.42,0.401,0.575,0.427,Medium,1,0,Probe Missing Concept
76,70,82,2,0.66,0.639,0.371,0.655,Easy,1,0,Ask Follow-up Question
94,93,91,0,0.857,0.856,0.098,0.907,Easy,0,0,Increase Difficulty
95,88,92,0,0.877,0.883,0.168,0.825,Easy,0,0,Increase Difficulty
53,55,63,3,0.476,0.483,0.465,0.51,Medium,0,2,Maintain Difficulty
93,89,93,0,0.883,0.879,0.134,0.845,Hard,0,0,Switch Topic
70,73,70,4,0.646,0.608,0.32,0.593,Medium,0,1,Probe Missing Concept
57,74,71,4,0.522,0.517,0.283,0.627,Easy,1,0,Probe Missing Concept
93,92,92,0,0.854,0.856,0.09,0.883,Easy,0,0,Increase Difficulty
97,96,97,0,0.96,0.942,0.02,0.94,Easy,0,0,Increase Difficulty
80,74,90,1,0.806,0.781,0.131,0.669,Easy,1,0,Ask Follow-up Question
64,47,66,5,0.565,0.477,0.632,0.549,Easy,0,1,Probe Missing Concept
97,93,94,0,0.94,0.894,0.094,0.91,Easy,0,0,Increase Difficulty
81,73,85,1,0.799,0.746,0.283,0.737,Easy,1,0,Ask Follow-up Question
33,35,34,7,0.301,0.332,0.747,0.274,Hard,0,4,Reduce Difficulty
38,38,49,5,0.346,0.293,0.597,0.351,Medium,0,1,Maintain Difficulty
90,84,86,1,0.865,0.806,0.24,0.772,Medium,0,1,Ask Application Question
81,73,85,2,0.791,0.74,0.282,0.736,Medium,1,0,Ask Follow-up Question
96,95,96,0,0.969,0.924,0.048,0.945,Hard,0,0,Switch Topic
53,37,59,7,0.422,0.398,0.753,0.462,Easy,1,0,Probe Missing Concept
83,81,88,1,0.856,0.804,0.11,0.899,Easy,0,1,Ask Follow-up Question
60,62,58,6,0.509,0.514,0.45,0.443,Medium,0,0,Probe Missing Concept
45,41,49,5,0.428,0.312,0.6,0.382,Medium,0,2,Maintain Difficulty
56,52,47,5,0.496,0.356,0.563,0.321,Medium,0,1,Probe Missing Concept
98,93,93,0,0.94,0.901,0.112,0.927,Easy,0,0,Increase Difficulty
31,31,32,6,0.3,0.238,0.76,0.23,Hard,0,3,Reduce Difficulty
66,57,70,1,0.567,0.645,0.413,0.516,Medium,0,1,Maintain Difficulty
79,77,86,1,0.762,0.737,0.191,0.796,Medium,1,0,Ask Follow-up Question
97,96,96,0,0.96,0.953,0.05,0.952,Hard,0,0,Switch Topic
88,83,86,1,0.824,0.799,0.263,0.772,Medium,1,0,Ask Application Question
59,51,49,4,0.532,0.454,0.615,0.463,Hard,2,0,Maintain Difficulty
49,41,44,5,0.532,0.522,0.601,0.361,Hard,1,0,Reduce Difficulty
72,68,81,2,0.574,0.583,0.401,0.584,Easy,0,1,Ask Follow-up Question
66,69,58,6,0.573,0.575,0.368,0.442,Medium,1,0,Probe Missing Concept
56,49,59,5,0.488,0.407,0.599,0.462,Medium,1,0,Probe Missing Concept
72,67,85,3,0.635,0.554,0.3,0.52,Medium,0,1,Ask Follow-up Question
69,63,71,0,0.575,0.703,0.416,0.564,Hard,1,0,Maintain Difficulty
81,86,99,3,0.835,0.687,0.084,0.848,Easy,1,0,Maintain Difficulty
52,45,47,3,0.428,0.467,0.639,0.397,Easy,0,2,Maintain Difficulty
35,49,49,4,0.308,0.342,0.599,0.465,Easy,0,1,Maintain Difficulty
44,37,53,6,0.348,0.277,0.74,0.396,Easy,1,0,Probe Missing Concept
62,69,70,5,0.536,0.588,0.366,0.589,Easy,1,0,Probe Missing Concept
41,56,40,4,0.446,0.475,0.64,0.608,Hard,1,0,Reduce Difficulty
98,98,95,0,0.957,0.953,0.018,0.993,Easy,0,0,Increase Difficulty
74,69,81,2,0.625,0.602,0.398,0.607,Medium,1,0,Ask Follow-up Question
95,92,94,0,0.904,0.918,0.11,0.907,Hard,0,0,Switch Topic
76,76,85,2,0.683,0.69,0.225,0.752,Easy,2,0,Ask Follow-up Question
26,36,22,5,0.256,0.148,0.901,0.321,Hard,0,4,Reduce Difficulty
42,44,45,4,0.452,0.442,0.571,0.419,Hard,0,3,Reduce Difficulty
65,64,85,1,0.59,0.657,0.256,0.601,Hard,1,0,Maintain Difficulty
83,73,86,3,0.896,0.674,0.254,0.75,Easy,1,0,Ask Follow-up Question
80,82,77,1,0.734,0.753,0.342,0.773,Hard,1,0,Maintain Difficulty
82,76,90,1,0.85,0.789,0.13,0.737,Medium,0,1,Ask Follow-up Question
56,47,56,7,0.449,0.437,0.634,0.423,Easy,1,0,Probe Missing Concept
29,44,38,5,0.277,0.222,0.703,0.422,Medium,0,2,Maintain Difficulty
77,59,78,3,0.728,0.621,0.321,0.551,Hard,0,4,Maintain Difficulty
94,93,93,1,0.89,0.865,0.066,0.892,Easy,0,0,Increase Difficulty
77,74,88,1,0.734,0.711,0.176,0.675,Medium,0,1,Ask Follow-up Question
69,69,72,5,0.612,0.638,0.374,0.607,Medium,0,1,Probe Missing Concept
94,90,91,1,0.885,0.822,0.137,0.873,Easy,0,0,Increase Difficulty
40,44,40,5,0.425,0.425,0.652,0.418,Medium,0,4,Reduce Difficulty
85,82,83,2,0.731,0.705,0.289,0.692,Medium,1,0,Ask Application Question
71,68,81,2,0.531,0.59,0.398,0.574,Easy,1,0,Ask Follow-up Question
73,80,92,0,0.627,0.825,0.191,0.74,Hard,0,1,Maintain Difficulty
26,40,31,7,0.212,0.281,0.775,0.368,Medium,0,5,Reduce Difficulty
50,60,68,5,0.428,0.427,0.458,0.589,Easy,0,2,Probe Missing Concept
73,88,66,3,0.715,0.627,0.429,0.845,Hard,1,0,Maintain Difficulty
98,93,96,0,0.967,0.95,0.098,0.926,Hard,0,0,Switch Topic
96,93,91,1,0.899,0.854,0.111,0.944,Easy,0,0,Increase Difficulty
36,34,31,6,0.359,0.303,0.784,0.263,Hard,0,4,Reduce Difficulty
100,98,96,0,0.998,0.937,0.02,0.996,Easy,0,0,Increase Difficulty
41,41,36,5,0.424,0.399,0.706,0.376,Hard,0,4,Reduce Difficulty
23,23,28,8,0.156,0.185,0.827,0.098,Hard,1,0,Reduce Difficulty
80,78,89,2,0.791,0.744,0.122,0.788,Medium,1,0,Ask Follow-up Question
98,93,97,0,0.962,0.956,0.07,0.899,Easy,0,0,Increase Difficulty
94,93,91,1,0.877,0.839,0.099,0.911,Easy,0,0,Increase Difficulty
30,32,22,5,0.303,0.173,0.901,0.252,Medium,0,2,Reduce Difficulty
81,80,89,2,0.777,0.729,0.207,0.76,Hard,1,0,Maintain Difficulty
43,27,40,4,0.352,0.326,0.711,0.222,Medium,0,1,Maintain Difficulty
82,80,88,0,0.79,0.864,0.139,0.857,Easy,0,1,Ask Follow-up Question
75,80,84,3,0.749,0.663,0.218,0.776,Easy,1,0,Probe Missing Concept
97,94,96,0,0.961,0.917,0.057,0.921,Easy,0,0,Increase Difficulty
94,94,95,0,0.911,0.91,0.065,0.909,Hard,0,0,Switch Topic
31,29,24,6,0.296,0.205,0.892,0.195,Hard,0,4,Reduce Difficulty
77,71,85,2,0.713,0.693,0.282,0.629,Medium,0,1,Ask Follow-up Question
82,76,87,2,0.828,0.751,0.207,0.796,Easy,1,0,Ask Follow-up Question
84,79,81,1,0.738,0.646,0.342,0.661,Medium,2,0,Ask Application Question
56,52,43,1,0.701,0.506,0.596,0.548,Hard,1,0,Reduce Difficulty
94,91,94,0,0.905,0.871,0.086,0.845,Easy,0,0,Increase Difficulty
97,94,94,0,0.928,0.922,0.08,0.918,Easy,0,0,Increase Difficulty
94,93,93,0,0.9,0.898,0.099,0.923,Hard,0,0,Switch Topic
84,76,91,0,0.874,0.901,0.107,0.731,Medium,1,0,Ask Follow-up Question
73,69,82,1,0.559,0.653,0.378,0.597,Medium,1,0,Ask Follow-up Question
76,74,84,2,0.686,0.673,0.261,0.721,Medium,2,0,Ask Follow-up Question
57,71,57,7,0.452,0.548,0.35,0.434,Easy,1,0,Probe Missing Concept
75,77,88,2,0.707,0.71,0.217,0.729,Medium,0,1,Maintain Difficulty
94,93,92,0,0.881,0.874,0.095,0.899,Easy,0,0,Increase Difficulty
84,80,83,2,0.718,0.71,0.33,0.714,Medium,1,0,Ask Application Question
35,38,28,4,0.4,0.217,0.814,0.345,Medium,1,0,Reduce Difficulty
94,91,93,1,0.894,0.847,0.107,0.868,Easy,0,0,Increase Difficulty
94,91,93,0,0.888,0.895,0.124,0.894,Hard,0,0,Switch Topic
33,42,38,6,0.298,0.381,0.685,0.381,Medium,0,2,Reduce Difficulty
94,93,92,0,0.876,0.886,0.108,0.924,Hard,0,0,Switch Topic
80,80,82,4,0.743,0.764,0.238,0.726,Medium,1,0,Probe Missing Concept
86,85,84,1,0.778,0.752,0.193,0.744,Medium,2,0,Ask Application Question
46,40,57,8,0.326,0.379,0.714,0.436,Medium,0,1,Probe Missing Concept
94,91,91,1,0.864,0.847,0.128,0.88,Easy,0,0,Increase Difficulty
97,94,92,1,0.92,0.868,0.099,0.962,Easy,0,0,Increase Difficulty
72,67,80,3,0.585,0.526,0.425,0.571,Easy,1,0,Ask Follow-up Question
91,92,91,1,0.851,0.822,0.077,0.872,Easy,0,0,Increase Difficulty
47,23,46,2,0.33,0.44,0.665,0.158,Easy,0,1,Maintain Difficulty
75,70,77,3,0.607,0.561,0.507,0.698,Easy,0,1,Ask Follow-up Question
81,70,85,2,0.807,0.7,0.309,0.65,Medium,1,0,Ask Follow-up Question
82,71,85,2,0.828,0.712,0.307,0.684,Medium,1,0,Ask Follow-up Question
59,58,65,7,0.458,0.557,0.512,0.517,Medium,0,1,Probe Missing Concept
38,47,41,5,0.356,0.28,0.671,0.443,Hard,2,0,Maintain Difficulty
60,82,63,2,0.549,0.602,0.464,0.778,Medium,0,1,Maintain Difficulty
75,72,86,1,0.654,0.692,0.245,0.646,Medium,0,1,Ask Follow-up Question
87,85,84,0,0.832,0.713,0.178,0.74,Medium,2,0,Ask Application Question
55,63,75,4,0.504,0.474,0.419,0.667,Easy,0,1,Probe Missing Concept
86,84,86,2,0.759,0.78,0.226,0.779,Medium,2,0,Ask Application Question
94,89,94,0,0.909,0.893,0.137,0.865,Hard,0,0,Switch Topic
75,77,88,3,0.716,0.702,0.267,0.818,Easy,1,0,Probe Missing Concept
95,96,97,0,0.955,0.927,0.022,0.938,Hard,0,0,Switch Topic
95,92,94,0,0.899,0.901,0.098,0.886,Easy,0,0,Increase Difficulty
98,92,95,0,0.948,0.922,0.105,0.91,Easy,0,0,Increase Difficulty
76,67,84,3,0.714,0.572,0.349,0.544,Easy,1,0,Ask Follow-up Question
23,29,19,8,0.136,0.184,0.963,0.184,Medium,0,4,Reduce Difficulty
88,83,87,2,0.805,0.839,0.258,0.793,Medium,3,0,Ask Application Question
64,64,61,5,0.586,0.499,0.416,0.486,Medium,1,0,Probe Missing Concept
65,67,65,5,0.592,0.533,0.384,0.534,Easy,0,2,Probe Missing Concept
71,66,76,3,0.536,0.473,0.54,0.577,Medium,1,0,Ask Follow-up Question
73,70,63,4,0.733,0.531,0.46,0.669,Hard,1,0,Maintain Difficulty
81,79,77,3,0.64,0.619,0.369,0.553,Medium,2,0,Ask Application Question
57,59,75,4,0.519,0.472,0.472,0.671,Medium,0,1,Probe Missing Concept
46,49,40,3,0.533,0.433,0.637,0.498,Medium,0,3,Reduce Difficulty
94,91,94,0,0.895,0.876,0.1,0.85,Easy,0,0,Increase Difficulty
95,94,95,0,0.935,0.925,0.066,0.923,Hard,0,0,Switch Topic
73,49,72,1,0.624,0.656,0.402,0.427,Medium,0,1,Maintain Difficulty
93,91,94,1,0.903,0.851,0.082,0.86,Easy,0,0,Increase Difficulty
92,90,93,1,0.872,0.843,0.107,0.841,Easy,0,0,Increase Difficulty
24,36,41,6,0.185,0.269,0.624,0.304,Hard,0,4,Reduce Difficulty
96,96,95,0,0.941,0.947,0.056,0.956,Hard,0,0,Switch Topic
97,94,95,0,0.942,0.919,0.064,0.918,Easy,0,0,Increase Difficulty
96,91,95,0,0.936,0.914,0.093,0.873,Easy,0,0,Increase Difficulty
28,43,33,6,0.232,0.305,0.752,0.404,Medium,0,2,Reduce Difficulty
43,41,39,5,0.462,0.43,0.662,0.361,Hard,1,0,Reduce Difficulty
56,61,68,6,0.446,0.542,0.472,0.571,Easy,0,1,Probe Missing Concept
77,80,70,0,0.634,0.823,0.434,0.733,Medium,0,1,Maintain Difficulty
86,85,88,3,0.723,0.86,0.203,0.829,Medium,0,1,Ask Application Question
33,12,19,8,0.313,0.074,0.895,0.089,Medium,0,1,Maintain Difficulty
86,81,85,0,0.797,0.684,0.296,0.759,Medium,0,1,Ask Application Question
94,89,91,1,0.878,0.832,0.155,0.866,Easy,0,0,Increase Difficulty
85,86,86,0,0.786,0.728,0.16,0.792,Medium,1,0,Ask Application Question
59,57,57,4,0.545,0.399,0.502,0.453,Easy,1,0,Probe Missing Concept
27,40,25,7,0.22,0.255,0.866,0.366,Medium,1,0,Reduce Difficulty
94,90,92,0,0.877,0.864,0.138,0.867,Easy,0,0,Increase Difficulty
32,29,31,6,0.306,0.245,0.786,0.196,Hard,1,0,Reduce Difficulty
49,36,52,4,0.45,0.364,0.573,0.322,Medium,0,1,Maintain Difficulty
39,30,30,5,0.416,0.27,0.801,0.204,Medium,1,0,Reduce Difficulty
95,96,95,0,0.912,0.926,0.024,0.934,Easy,0,0,Increase Difficulty
28,38,39,6,0.259,0.297,0.649,0.343,Hard,0,3,Reduce Difficulty
88,89,88,1,0.823,0.871,0.097,0.844,Medium,2,0,Ask Application Question
50,45,46,3,0.59,0.477,0.558,0.427,Hard,0,2,Reduce Difficulty
94,92,94,0,0.896,0.892,0.089,0.875,Easy,0,0,Increase Difficulty
77,65,84,3,0.739,0.6,0.373,0.501,Medium,1,0,Ask Follow-up Question
35,36,37,5,0.369,0.3,0.687,0.301,Hard,1,0,Reduce Difficulty
84,86,83,1,0.762,0.702,0.16,0.722,Medium,1,0,Ask Application Question
79,72,84,1,0.718,0.729,0.318,0.681,Medium,0,1,Ask Follow-up Question
94,88,89,0,0.84,0.843,0.188,0.846,Easy,0,0,Increase Difficulty
33,39,35,7,0.279,0.371,0.733,0.334,Medium,0,3,Reduce Difficulty
80,74,86,2,0.789,0.733,0.232,0.73,Easy,0,2,Ask Follow-up Question
30,35,37,6,0.279,0.276,0.687,0.285,Medium,0,3,Reduce Difficulty
88,83,86,1,0.835,0.787,0.263,0.786,Medium,1,0,Ask Application Question
87,85,83,1,0.814,0.753,0.196,0.702,Medium,2,0,Ask Application Question
58,63,65,3,0.546,0.502,0.443,0.593,Hard,0,1,Maintain Difficulty
27,41,30,5,0.261,0.231,0.78,0.385,Medium,1,0,Reduce Difficulty
98,96,96,0,0.964,0.954,0.038,0.944,Easy,0,0,Increase Difficulty
93,90,91,1,0.866,0.842,0.139,0.888,Hard,0,0,Switch Topic
67,53,55,1,0.532,0.642,0.576,0.459,Easy,0,1,Maintain Difficulty
42,21,22,4,0.307,0.303,0.902,0.153,Hard,2,0,Maintain Difficulty
90,87,89,0,0.924,0.806,0.134,0.872,Medium,1,0,Ask Application Question
85,84,83,0,0.789,0.674,0.213,0.709,Medium,2,0,Ask Application Question
95,95,95,0,0.919,0.931,0.05,0.932,Hard,0,0,Switch Topic
34,34,36,4,0.371,0.268,0.701,0.277,Medium,0,3,Reduce Difficulty
32,33,36,6,0.292,0.302,0.708,0.262,Medium,0,4,Reduce Difficulty
96,95,94,0,0.916,0.914,0.054,0.935,Easy,0,0,Increase Difficulty
78,83,88,4,0.815,0.618,0.199,0.818,Medium,0,1,Maintain Difficulty
71,88,77,3,0.724,0.601,0.308,0.866,Hard,1,0,Maintain Difficulty
94,89,94,0,0.901,0.874,0.127,0.837,Easy,0,0,Increase Difficulty
68,67,59,2,0.605,0.61,0.525,0.615,Easy,0,2,Maintain Difficulty
61,65,76,2,0.566,0.58,0.335,0.612,Easy,1,0,Maintain Difficulty
